B,BNNB,NBNB,NBNB,C,D,NBNB,NBNB,FF,A
SHREEJI INTERIORS AND BROADWAY MEGAAPLEX,,,,BANGALORE,560058,0.1,1,212507151,595
PRODCONTROL INDIA PRIVATE LIMITED,,,,COIMBATORE,641030,0.1,1,212507150,596
EXPRESS CARGO,,,,KOTA,324002,0.1,1,212507149,597
AMIT RAY AND COMPANY,,,,SONEBHADRA,231222,0.1,1,212507148,598
MAHER APPLIANCES LLP,,,,RAJKOT,360022,0.1,1,212507147,599
UNNATI CONSTRUCTION,,,,AHMEDABAD,382330,0.1,1,212507146,600
JAYANT GOLD,,,,MUMBAI,400070,0.1,1,212506456,601
SUNDARAM CHAINS AND JEWELS,,,,PUNE,411002,0.1,1,212506457,602
NAGESHWAR CHAIN,,,,AHMEDABAD,380001,0.1,1,212506458,603
SHREE VARDHAMAN JEWELLERS,,,,PUNE,411039,0.1,1,212506459,604
AGRAWAL JEWELLERS,,,,NEW DELHI,110006,0.1,1,212506460,605
VEER GOLD,,,,MUMBAI,400002,0.1,1,212506461,606
SHREE BHOMIYA GEMS,,,,MUMBAI,400064,0.1,1,212506462,607
TRIDEV JEWELLERS PVT LTD / SUNITA JEWELLERS PRIVATE LIMITED/ TRIVENI CHAIN COMPANY,,,,NEW DELHI,110006,0.1,1,212506463,608
BHAIRAV JEWELS,,,,MUMBAI,400002,0.1,1,212506464,609
SHREE J D GOLD,,,,MUMBAI,400002,0.1,1,212506465,610
P S JEWELLERS / BASUDEV BATAKRISHNA MAITY,,,,MUMBAI,400002,0.1,1,212506466,611
GANESH JEWELLERS,,,,MUMBAI,400010,0.1,1,212506467,612
VALLABH GOLD,,,,MUMBAI,400002,0.1,1,212506468,613
PRAVIN JEWELLERS,,,,MUMBAI,400057,0.1,1,212506469,614
JEWELLS TO JEWELLERY,,,,MUMBAI,400004,0.1,1,212506470,615
SHA MADANLAL DALICHAND,,,,MUMBAI,400002,0.1,1,212506471,616
GAUTAM GOLD,,,,MUMBAI,400002,0.1,1,212506472,617
MAHAVIR CHAINS AND JEWELLERS / AAKAR JEWELS / MAHAVIR CHAINS,,,,MUMBAI,400002,0.1,1,212506473,618
N S GEMS AND JEWELLERY,,,,ERNAKULAM,682016,0.1,1,212506474,619
JASRAJ JEWELLERS,,,,SUNDARGARH,769001,0.1,1,212506475,620
ADI SPORTS INDIA PVT. LTD,,,,SOLAN,173212,0.1,1,212506376,621
V.R. AUTO AGENCY,,,,AHMEDABAD,380016,0.1,1,212506377,622
SHARIK COPPER SHOP  54100043,,,,SRINAGAR,190001,0.1,1,212506378,623
ADI SPORTS INDIA PVT. LTD,,,,AMRITSAR,143001,0.1,1,212506379,624
NEW BHARAT CATTLE FEED (SUNITA RANI),,,,KURUKSHETRA,136128,0.1,1,212506380,625
SAVALIYA HASMUKHBHAI LABHUBHAI,,,,SURAT,395006,0.1,1,212506381,626
DINKARBHAI BALVANTBHAI RAJE,,,,NAVSARI,396321,0.1,1,212506382,627
JAIN GAURAV S,,,,AHMEDABAD,380009,0.1,1,212506383,628
MS EROS RESORTS AND HOTELS PRIVATE LIMITED - UNIT HOTEL CROWN PLAZA JOINT INSURED WITH INTERCONTINENTAL HOTELS GROUP (INDIA) PRIVATE LIMITED,,,,DELHI,110019,0.1,1,212506384,629
C K ALLOYS,,,,FATEHGARH SAHIB,147301,0.1,1,212506385,630
M/S SAJJAN PRECISION CASTING,,,,LUDHIANA,141120,0.1,1,212506386,631
DEMARTE SILK AND SAREES,,,,LUDHIANA,141001,0.1,1,212506387,632
JAIN SONS EXCLUSIVE,,,,LUDHIANA,141001,0.1,1,212506388,633
SAMADHAN SAMITI,,,,LUCKNOW,226001,0.1,1,212506389,634
ZENITH RESIDENCES ASSOCIATION,,,,BANGALORE,560045,0.1,1,212506390,635
KANIN INDUSTRIES PRIVATE LIMITED,,,,LUDHIANA,141421,0.1,1,212506391,636
ROTARY CHARITABLE TRUST UNIT HARIA L . G. ROTARY HOSPITAL,,,,VALSAD,396195,0.1,1,212506392,637
SAMDARSHI PROJECTS LLP,,,,JAIPUR,302001,0.1,1,212506393,638
M/S SAJJAN PRECISION CASTING,,,,LUDHIANA,141120,0.1,1,212506394,639
HAMMOND POWER SOLUTIONS PRIVATE LIMITED,,,, MEDAK,502307,0.1,1,212506395,640
SANTOSH KUMAR,,,,CHAMPARAN,845401,0.1,1,212506396,641
SANJAY MAHADEV DHOLE,,,,24 PARAGANA ( SOUTH ),743377,0.1,1,212506397,642
EMERAALD HALLMARKING CENTRE,,,,AHMEDABAD,380009,0.1,1,212506398,643
DEMARTE SILK AND SAREES,,,,LUDHIANA,141001,0.1,1,212506399,644
KANIN INDUSTRIES PRIVATE LIMITED,,,,LUDHIANA,141421,0.1,1,212506400,645
STERLING AND WILSON PRIVATE LIMITED,,,,GAUTAM BUDDHA NAGAR,201301,0.1,1,212506401,646
SAMDARSHI PROJECTS LLP,,,,JAIPUR,302001,0.1,1,212506402,647
ZENITH RESIDENCES ASSOCIATION,,,,BANGALORE,560045,0.1,1,212506403,648
ARATT FELICITA APARTMENT OWNERS ASSOCIATION,,,,BANGALORE,560114,0.1,1,212506404,649
CREAMLINE DAIRY PRODUCTS LIMITED,,,,HYDERABAD,500082,0.1,1,212506405,650
TAIKISHA ENGINEERING INDIA PVT LTD,,,,GURGAON,122015,0.1,1,212506406,651
HEAVY METAL FABRICATION,,,,FARIDABAD,121005,0.1,1,212506407,652
DELTA JEWELLERS PRIVATE LIMITED,,,,BARDDHAMAN,713216,0.1,1,212506408,653
TARA MAA TONCH CENTRE,,,,24 PARAGANA ( N ),743411,0.1,1,212506409,654
JAIN SONS EXCLUSIVE,,,,LUDHIANA,141001,0.1,1,212506410,655
MR.PRABHULAL JI PATEL,,,,WEST NIMAR,451220,0.1,1,212506411,656
TEGA INDUSTRIES  LTD,,,,BHARUCH,392130,0.1,1,212506412,657
SSP CONSTRUCTION,,,,GHAZIABAD,201009,0.1,1,212506413,658
MAA SHARDA MINERAL SUPPLIER,,,,SATNA,485771,0.1,1,212506414,659
L S CABLE INDIA PVT LTD,,,,MAHENDRAGARH,123501,0.1,1,212506415,660
SWAN GOLD,,,,MUMBAI,400002,0.1,1,212506424,661
SANTUSHTI JEWELLERS / JADAVATI MANI JEWELLERS,,,,MUMBAI,400002,0.1,1,212506425,662
RATAN CAST/ R C JEWELS,,,,MUMBAI,400002,0.1,1,212506426,663
REEVAN CREATION,,,,AHMEDABAD,380001,0.1,1,212506427,664
SONIGARA GOLD,,,,MUMBAI,400003,0.1,1,212506428,665
AADI ORNA,,,,AHMEDABAD,380007,0.1,1,212506429,666
VENUS JEWELS,,,,NEW DELHI,110006,0.1,1,212506430,667
CHINNI SRINIVASULU CHETTY JEWELLERS,,,,CHENNAI,600017,0.1,1,212506431,668
K AMIT GOLD,,,,MUMBAI,400013,0.1,1,212506432,669
OMKAR JEWELLERS/ OMSHREE JEWELLERS,,,,MUMBAI,400002,0.1,1,212506433,670
TANKARIA VENTURES PRIVATE LIMITED,,,,MUMBAI,400004,0.1,1,212506434,671
D P JEWELLERS,,,,AKOLA,444001,0.1,1,212506435,672
CATASYNTH SPECIALITY CHEMICALS PVT LTD,,,,DAKSHIN KANNAD,574142,0.1,1,212506416,673
L S CABLE INDIA PVT LTD,,,,MAHENDRAGARH,123501,0.1,1,212506417,674
WIPRO ENTERPRISES PRIVATE LIMITED,,,,BANGALORE,560035,0.1,1,212506418,675
SOBHA PURAVANKARA AVIATION PRIVATE LIMITED,,,,BANGALORE,560017,0.1,1,212506419,676
SUZLON ENERGY LIMITED AND ITS ALL SUBSIDIARIES IN INDIA,,,,PUNE,411028,0.1,1,212506420,677
MASCOT ELECTROMECH PRIVATE LIMITED,,,,SINGHBHUM,831001,0.1,1,212506421,678
DAIMLER INDIA COMMERCIAL VEHICLES PRIVATE LIMITED,,,,KANCHEEPURAM,602105,0.1,1,212506422,679
KEC INTERNATIONAL LIMITED,,,,MUMBAI,400030,0.1,1,212506423,680
VASHISHT PHARMACEUTICALS,,,,NEW DELHI,110040,0.1,1,212507076,681
TAJ AND SONS,,,,NAGPUR,441305,0.1,1,212507077,682
AA ENTERPRISES,,,,NEW DELHI,110005,0.1,1,212507078,683
M/S JYOTI TEXTILE MILLS,,,,LUDHIANA,141003,0.1,1,212507079,684
SHAHA UDYOG AND TREDING,,,,NAGPUR,441302,0.1,1,212507080,685
SHREE DEV FASHION,,,,SURAT,394327,0.1,1,212507081,686
M/S KUNDI STEEL FORGE,,,,LUDHIANA,141001,0.1,1,212507082,687
AA ENTERPRISES,,,,NEW DELHI,110005,0.1,1,212507083,688
AMRA ENTERPRISES,,,,IMPHAL,795001,0.1,1,212507084,689
WHITE GOLD AGRO PROCESSORS LLP,,,,NAGPUR,441302,0.1,1,212507085,690
UNNATI FABRICS PROP ILESHKUMAR AMIN,,,,SURAT,394221,0.1,1,212507086,691
ADITYA AGENCIES,,,,SURGUJA,497229,0.1,1,212507087,692
BM MPWLC INDORE,,,,INDORE,452001,0.1,1,212507088,693
M/S M M OSWAL APPARELS,,,,LUDHIANA,141007,0.1,1,212507089,694
SETHI TELECOM SYSTEM,,,,LUDHIANA,141008,0.1,1,212507090,695
WHITE GOLD AGRO PROCESSORS LLP,,,,NAGPUR,441304,0.1,1,212507091,696
BHAGWATI SILK MILLS,,,,SURAT,394221,0.1,1,212507092,697
BAG MAKER,,,,GURGAON,122001,0.1,1,212507093,698
TAJ AND SONS,,,,NAGPUR,441303,0.1,1,212507094,699
SUPREME ENTERPRISE PROP IFTEKHARUDDIN RIYAZUDDIN,,,,SURAT,394110,0.1,1,212507095,700
DR MANJUNATH V,,,,MYSORE,570002,0.1,1,212506356,701
DR J N C HAMILTON,,,,MADURAI,625016,0.1,1,212506357,702
JAGADISH VASANT DHEKNE,,,,PUNE,411044,0.1,1,212506358,703
DR S NISHAL PERUMAL,,,,NAGERCOIL,629001,0.1,1,212506359,704
DR. SHRINIVAS DESHPANDE,,,,HUBLI,580030,0.1,1,212506360,705
DR. PATEL MITA PURUSHOTTAMBHAI,,,,JAMNAGAR,361001,0.1,1,212506361,706
DR ANUPAMA TRIPATHI SRIKANTH,,,,BANGALORE,560076,0.1,1,212506362,707
SHUBHAYU BANERJEE,,,,KOLKATA,700094,0.1,1,212506363,708
DR SACHIN NAKRA,,,,AGRA,282005,0.1,1,212506364,709
DR BALAJI VITHALRAO SOLANKE,,,,LATUR,413512,0.1,1,212506365,710
DR NAGARAJ TANKSALI,,,,DHARWAD,580023,0.1,1,212506366,711
DR LAKSHMI R R,,,,KOLAR,563131,0.1,1,212506367,712
DR ANANYA BORA,,,,MUMBAI,400037,0.1,1,212506368,713
ARATT FELICITA APARTMENT OWNERS ASSOCIATION,,,,BANGALORE,560114,0.1,1,212506369,714
SILVER LEAF COOPERATIVE HSG SOCIETY LIMITED,,,,MUMBAI,400101,0.1,1,212506370,715
MS EROS RESORTS AND HOTELS PRIVATE LIMITED - UNIT HOTEL CROWN PLAZA JOINT INSURED WITH INTERCONTINENTAL HOTELS GROUP (INDIA) PRIVATE LIMITED,,,,DELHI,110019,0.1,1,212506371,716
ACG ARTS & PROPERTIES PVT LTD,,,,MUMBAI,400021,0.1,1,212506372,717
HASSAINA BANO 830-25,,,,KUPWARA,193222,0.1,1,212506373,718
C.B PHARMA,,,,THANE,421202,0.1,1,212506374,719
M/S. SAI TYRE HOUSE (167/74),,,,PUNE,412208,0.1,1,212506375,720
RAHI JEWELLERS,,,,MUMBAI,400004,0.1,1,212506436,721
VINAYAKA JEWELLERS,,,,MUMBAI,400002,0.1,1,212506437,722
PRAVEEN JEWELS PVT LTD,,,,MUMBAI,400012,0.1,1,212506438,723
JURA JEWELS,,,,MUMBAI,400015,0.1,1,212506439,724
SHAHIN GOLD/ KANFUL GOLD,,,,COIMBATORE,641039,0.1,1,212506440,725
MAHAVIR CHAINS AND JEWELLERS / AAKAR JEWELS / MAHAVIR CHAINS,,,,MUMBAI,400002,0.1,1,212506441,726
MADHU ORNAMENTS,,,,THIRUVANANTHAPURAM,695023,0.1,1,212506442,727
MANIRATNA CHAINS / RAY CRAFT / MANIRATNA CHAINS LLP,,,,MUMBAI,400002,0.1,1,212506443,728
SATYAM GEMS AND JEWELLERY PRIVATE LTD / SATYAM SILVER / SATYAM JEWELLRS,,,,PUNE,411044,0.1,1,212506444,729
AADINATH JEWELS,,,,MUMBAI,400002,0.1,1,212506445,730
P K GOLD / P K JEWELS,,,,MUMBAI,400003,0.1,1,212506446,731
SHANTHI JEWELLERS,,,,CHENNAI,600079,0.1,1,212506447,732
RIDDHI GOLD,,,,MUMBAI,400068,0.1,1,212506448,733
ARIHANT JEWEL WORLD PRIVATE LIMITED,,,,MUMBAI,400002,0.1,1,212506449,734
B J JEWELLERS,,,,MUMBAI,400070,0.1,1,212506450,735
MRK GOLD LLP,,,,BANGALORE,560002,0.1,1,212506451,736
BHANSALI JEWELLERY HOUSE,,,,NAGPUR,440002,0.1,1,212506452,737
SHAHIN GOLD/ KANFUL GOLD,,,,COIMBATORE,641039,0.1,1,212506453,738
MASS GOLD LLP,,,,KOZHIKODE,673002,0.1,1,212507073,739
MS WELLNESS SERVICES PRIVATE LIMITED,,,,LUCKNOW,226020,0.1,1,212507074,740
AA ENTERPRISES,,,,NEW DELHI,110005,0.1,1,212507075,741
M/S L K JEWELS OR LK CHAINS AND JEWELS,,,,MUMBAI,400003,0.1,1,212506454,742
DRISHTI JEWELLERY PVT LTD,,,,MUMBAI,400013,0.1,1,212506455,743
VRAJ CHEM,,,,BHARUCH,393002,0.1,1,212507036,744
KTE JUFENG SOLDER MANUFACTURING PRIVATE LIMITED,,,,GAUTAM BUDH NAGAR,201308,0.1,1,212507037,745
AGGARWAL HOSPITAL AND RESEARCH SERVICES PVT LTD,,,,FARIDABAD,121002,0.1,1,212507038,746
ABI CHEMICALS,,,,TIRUPUR,641604,0.1,1,212507039,747
AKSHAY GARMENT,,,,AHMEDABAD,380001,0.1,1,212507040,748
M/S S S HOSIERY,,,,24 PARAGANA ( N ),700159,0.1,1,212507041,749
COMPTURO TECH SERVICES,,,,AMBIKAPUR,497001,0.1,1,212507042,750
MS GARHA BHANDAR AND SONS,,,,LUCKNOW,226005,0.1,1,212507046,751
SHRI RAMAYAN VIDYAPEETH,,,,NEW DELHI,110003,0.1,1,212507047,752
R B AGENCIES,,,,AHMEDABAD,380024,0.1,1,212507048,753
NITESH FRUIT COMPANY,,,,LUDHIANA,141001,0.1,1,212507049,754
MS GARHA BHANDARS,,,,LUCKNOW,226004,0.1,1,212507050,755
M/S AROGYA PHARMACY,,,,24 PARAGANA ( SOUTH ),743337,0.1,1,212507051,756
MATRIX INDUSTRIAL CORPORATION,,,,GURGAON,122105,0.1,1,212507052,757
APPOLO COMPUTERS PVT. LTD,,,,NEW DELHI,110019,0.1,1,212507053,758
APPOLO COMPUTERS PVT LTD,,,,NEW DELHI,110019,0.1,1,212507054,759
BJ CONSTRUCTION COMPANY AND  AIRPORT AUTHORITY OF INDIA,,,,AMRITSAR,143001,0.1,1,212507055,760
RNG EXPORTS PVT LTD,,,,AHMEDABAD,382220,0.1,1,212507056,761
EUROFIEL CONFECCION S.A.U.,,,,GURGAON,122002,0.1,1,212507057,762
AARBEE TECHNOMECH,,,,PUNE,411014,0.1,1,212507058,763
WINFLOW POLYTECH,,,,RAJKOT,360004,0.1,1,212507059,764
SWASTIK PRINTERY,,,,RAIPUR,492001,0.1,1,212507060,765
SAI ENTERPRISES,,,,NEW DELHI,110059,0.1,1,212507061,766
BILLSON STAINLESS PRIVATE LIMITED,,,,LUDHIANA,141120,0.1,1,212507062,767
BOMBAY GARMENTS,,,,GOA,403802,0.1,1,212507063,768
B.S.GARMENTS,,,,LUDHIANA,141008,0.1,1,212507064,769
NOBLE  CHEMIST AND DRUGGIST,,,,MARGAO,403601,0.1,1,212507065,770
NOBLE MEDICARE CHEMIST AND DRUGGIST,,,,SALCETE,403602,0.1,1,212507066,771
HLL INFRA TECH SERVICES PVT LTD,,,,GAUTAM BUDH NAGAR,201307,0.1,1,212507067,772
JINDAL ELETRONICS PVT LTD,,,,ROORKEE,247667,0.1,1,212507068,773
C.K ALLOYS,,,,FATEHGARH SAHIB,147301,0.1,1,212507069,774
DEWY LUPIN PVT LTD,,,,MUMBAI,400072,0.1,1,212507070,775
RAJ PHUTANA BHANDAR,,,,NAGPUR,440010,0.1,1,212507071,776
M/S SHIVAM CHEMICALS,,,,KANPUR,208001,0.1,1,212507072,777
M/S SIKHA TEXTILE,,,,HOOGHLY,713405,0.1,1,212507043,778
TECHNODATA ANALYTICS SERVICES PRIVATE LIMITED,,,,NOIDA,201301,0.1,1,212507044,779
AA PACKAGING,,,,GURGAON,122505,0.1,1,212507045,780
CHINNI SRINIVASULU CHETTY JEWELLERS,,,,CHENNAI,600017,0.1,1,212506476,781
MANIRATNA CHAINS / RAY CRAFT / MANIRATNA CHAINS LLP,,,,MUMBAI,400002,0.1,1,212506477,782
JURA JEWELS,,,,MUMBAI,400015,0.1,1,212506478,783
RAHI JEWELLERS,,,,MUMBAI,400004,0.1,1,212506479,784
DHANYA GOLD,,,,MUMBAI,400002,0.1,1,212506480,785
SRI SIMANDHAR JEWELLERS,,,,MUMBAI,400002,0.1,1,212506481,786
FINESSE JEWELS / MANISH JEWELLERS,,,,MUMBAI,400002,0.1,1,212506482,787
REEVAN CREATION,,,,AHMEDABAD,380001,0.1,1,212506483,788
SHA ACHALDAS AMICHAND SHROFF JEWELLERS / ABHUSHAN JEWELLERS / VIERA CZ JEWELLERY LLP,,,,MUMBAI,400015,0.1,1,212506484,789
AASHIRWAD ORNAMENTS,,,,NAGPUR,440002,0.1,1,212506485,790
MAHALAXMI JEWELS,,,,MUMBAI,400003,0.1,1,212506486,791
R J GOLD,,,,MUMBAI,400002,0.1,1,212506487,792
D P JEWELLERS,,,,AKOLA,444001,0.1,1,212506488,793
MADHU ORNAMENTS,,,,THIRUVANANTHAPURAM,695023,0.1,1,212506489,794
SWAN GOLD,,,,MUMBAI,400002,0.1,1,212506490,795
AADI ORNA,,,,AHMEDABAD,380007,0.1,1,212506491,796
OMKAR JEWELLERS/ OMSHREE JEWELLERS,,,,MUMBAI,400002,0.1,1,212506492,797
TANKARIA VENTURES PRIVATE LIMITED,,,,MUMBAI,400004,0.1,1,212506493,798
VINAYAKA JEWELLERS,,,,MUMBAI,400002,0.1,1,212506494,799
K AMIT GOLD,,,,MUMBAI,400013,0.1,1,212506495,800
TIVAA ENTERPRISES,,,,MUMBAI,400066,0.1,1,212507236,801
KBN TYRES,,,,GULBARGA,585104,0.1,1,212507237,802
SHEETLA RAW MATERIAL & CRANE SERVICE,,,,GURGAON,122505,0.1,1,212507238,803
TSR FILMS PVT LTD TSR PROVA PVT LTD,,,,COIMBATORE,641045,0.1,1,212507239,804
SUNRISE POLYMERS,,,,AHMEDABAD,382430,0.1,1,212507240,805
SOCORRO GARDENS COOPERATIVE HOUSING SOCIETY LTD,,,,NORTH GOA,403521,0.1,1,212507241,806
GAURAV GARDEN,,,,RAIPUR,492001,0.1,1,212507242,807
KESHAYONA PROCON LTD,,,,RAJKOT,360380,0.1,1,212507243,808
JAY ENGINEERING,,,,VADODARA,390001,0.1,1,212507244,809
GLOBAL INSULATION AND MARINE SUPPLIERS,,,,SURAT,395003,0.1,1,212507245,810
ACUMEN AIRCOOL PVT. LTD.,,,,NEW DELHI,110066,0.1,1,212507246,811
ACUMEN AIRCOOL PVT. LTD.,,,,NEW DELHI,110066,0.1,1,212507247,812
YASHRAJ ENTERPRISES,,,,NASHIK,422007,0.1,1,212507248,813
SRI SARAVANA TELECOM,,,,CHENNAI,600037,0.1,1,212507249,814
SUPER ENGINEERING COMPANY,,,,JOTIBARAO PHULE NAGAR,244235,0.1,1,212507250,815
AJEET MEHTA,,,,GURGAON,122001,0.1,1,212507251,816
YADAV ENTERPRISES,,,,DELHI,110041,0.1,1,212507252,817
AVAIDS TECHNOVATORS PVT LTD,,,,NEW DELHI,110060,0.1,1,212507253,818
JJRS CONSTRUCTION PRIVATE LIMITED,,,,GURGAON,122004,0.1,1,212507254,819
VALLABH AIRCON,,,,GANDHINAGAR,382421,0.1,1,212507255,820
M/S DALIP SINGH ADHIKARI,,,,CHAMPAWAT,262523,0.1,1,212507316,821
AIDCO INFRA PVT LTD,,,,MUMBAI,400052,0.1,1,212507317,822
RUDRA CORPORATION,,,,SURAT,394185,0.1,1,212507318,823
POULOMI ESTATES PRIVATE LIMITED,,,,HYDERABAD,500016,0.1,1,212507319,824
360 INTERIOR DESIGNS LLP,,,,DELHI,110030,0.1,1,212507320,825
SRI. VISWANATH MODALI AND M VANI NATH,,,,HYDERABAD,500052,0.1,1,212507321,826
POULOMI ESTATES PRIVATE LIMITED,,,,HYDERABAD,500016,0.1,1,212507322,827
M/S SUBHASH WADAR,,,,SALCETE,403707,0.1,1,212507323,828
AADITYA CONSTRUCTION,,,,KORBA,495677,0.1,1,212507324,829
VISHAL CONSTRUCTION,,,,RANCHI,829209,0.1,1,212507325,830
RATNALA KANAKA RATNAM,,,,VIZIANAGARAM,535001,0.1,1,212507326,831
RITES LTD,,,,BELLARY,583121,0.1,1,212507327,832
PALAL CORPORATION,,,,TRIVENDRUM,695001,0.1,1,212507328,833
SHRUTHI GS,,,,SHIMOGA,577222,0.1,1,212507329,834
RAMESH KUMAR BANSAL,,,,SRIGANGANAGAR,335001,0.1,1,212507330,835
SIDDHI VINAYAK TRANS CONNECT,,,,BHIND,477001,0.1,1,212507331,836
M/S S.K MINERALS,,,,NEEMUCH,458441,0.1,1,212507332,837
SATYA FORKLIFT ENGINEERING & EQUIPMENTS PVT LTD,,,,MUZAFFARNAGAR,251311,0.1,1,212507333,838
MR VASANT VAIJAYNATH GITTE,,,,BEED,431530,0.1,1,212507334,839
B SHIVANANDA,,,,BANGALORE,577216,0.1,1,212507335,840
NSP BIOSCIENCE PVT LTD,,,,LUCKNOW,226001,0.1,1,212507016,841
MIRAE ASSET CAPITAL MARKETS INDIA PVT LTD,,,,MUMBAI,400059,0.1,1,212507017,842
YOGI COLLECTION,,,,THANE,421301,0.1,1,212507018,843
YOGI COLLECTION,,,,THANE,421301,0.1,1,212507019,844
REKHA TRIPATHI,,,,LUCKNOW,226023,0.1,1,212507020,845
RUCHIKA PRINTS PRIVATE LTD,,,,SURAT,395002,0.1,1,212507021,846
MODISH TRADEX PVT LTD,,,,ROHINI,110085,0.1,1,212507022,847
ANAND AUTO CORPORATION,,,,THANE,400601,0.1,1,212507023,848
SHIV KRIPA TRADING,,,,SURAT,395010,0.1,1,212507024,849
GANPATI TEXTILES,,,,NEW DELHI,110006,0.1,1,212507025,850
FM APPROVALS LLC,,,,BANGALORE,560008,0.1,1,212505796,851
NIRMANVRIDHI CONSTRUCTIONS INDIA LLP,,,,GURGAON,122002,0.1,1,212505797,852
M/S V R COATING PVT LTD,,,,PUNE,411026,0.1,1,212505798,853
M T AND T RENTALS LIMITED,,,,GHAZIABAD,201010,0.1,1,212505799,854
"NHPC LTD, GE HYDRO FRANCE , GE POWER INDIA LTD, GE HYDRO FRANCE INDIA",,,,MUMBAI,400020,0.1,1,212505800,855
INSTAKART SERVICES PVT LTD,,,,BANGALORE,560103,0.1,1,212505801,856
EIRGENIX INC,,,,BANGALORE,560042,0.1,1,212505802,857
BAJAJ ELECTRICAL LTD,,,,MUMBAI,400022,0.1,1,212505803,858
EMCURE PHARMACEUTICALS LTD,,,,PUNE,411057,0.1,1,212505804,859
FM APPROVALS LLC,,,,BANGALORE,560008,0.1,1,212505805,860
RELIANCE INDUSTRIES LIMITED.,,,,MUMBAI,400033,0.1,1,212505806,861
EBNER INDIA PRIVATE LIMITED,,,,MUMBAI,400059,0.1,1,212505807,862
LASERLINE DIODE LASER TECHNOLOGY PVT LTD,,,,PUNE,411009,0.1,1,212505808,863
NGRT SYSTEMS PVT. LTD.,,,,NAGPUR,440012,0.1,1,212505809,864
NGRT SYSTEMS PVT. LTD.,,,,NAGPUR,440012,0.1,1,212505810,865
NGRT SYSTEMS PVT. LTD.,,,,NAGPUR,440012,0.1,1,212505811,866
QDIGI SERVICES LIMITED,,,,NOIDA,201304,0.1,1,212505812,867
PARNIKA COMMERCIAL & ESTATES PVT LTD.,,,,NEW DELHI,110001,0.1,1,212505813,868
AFCONS INFRASTRUCTURE LIMITED,,,,MUMBAI,400053,0.1,1,212505814,869
PRESTIGE STERLING INFRAPROJECTS PRIVATE LIMITED,,,,BANGALORE,560025,0.1,1,212505815,870
SRI SAI CONSTRUCTIONS,,,,DHENKANAL,759016,0.1,1,212507011,871
R R TRADERS,,,,MOHALI,160062,0.1,1,212507012,872
NATIONAL SCIENTIFIC PROMOTORS HOSPITAL DIVISION,,,,LUCKNOW,226001,0.1,1,212507013,873
MANJUSHREE CREATION,,,,SURAT,395002,0.1,1,212507014,874
HIMALAYA FIBERTECH CEMENT PVT LTD,,,,LUCKNOW,226001,0.1,1,212507015,875
S.K. ENTERPRISES,,,,NEW DELHI,110042,0.1,1,212507007,876
MAA MAJISA KRUPA TEX,,,,SURAT,395002,0.1,1,212507008,877
BALAJI UDYOG,,,,MAHENDRAGARH,123035,0.1,1,212507009,878
YOGI COLLECTION,,,,THANE,421301,0.1,1,212507010,879
MODISH TRADEX PVT LTD,,,,ROHINI,110085,0.1,1,212507026,880
J.K. ENTERPRISES,,,,NEW DELHI,110042,0.1,1,212507027,881
SHRI BALAJI MULTI FAB,,,,NEW DELHI,110040,0.1,1,212507028,882
SHIV KRIPA TRADING,,,,SURAT,395010,0.1,1,212507029,883
KAILASH METAL,,,,AHMEDABAD,382415,0.1,1,212507030,884
DIGITAL INK SOLUTIONS,,,,VADODARA,391775,0.1,1,212507031,885
SHIV ENGINEERING WORKS,,,,DELHI,110041,0.1,1,212507032,886
GARG HEART CENTRE AND NURSHING HOME PVT LTD,,,,DELHI,110001,0.1,1,212507033,887
MSD WIRED SOLUTIONS,,,,DELHI,110039,0.1,1,212507034,888
MR. SAMIR TRIPATHI,,,,LUCKNOW,226023,0.1,1,212507035,889
RELIANCE INDUSTRIES LTD.,,,,NAVI MUMBAI,400701,0.1,1,212505775,890
JANTA CERAMICS INDUSTRIES,,,,RAJKOT,363621,0.1,1,212505774,891
BRK INDUSTRIES,,,,LUDHIANA,141010,0.1,1,212505773,892
GALAXY BEARINGS LTD,,,,RAJKOT,360024,0.1,1,212505772,893
VARDHMAN SPECIAL STEELS LTD,,,,LUDHIANA,141001,0.1,1,212505771,894
KYOWA NATESAN SYNCHRO TECHNOLOGIES PVT LTD,,,,KANCHEEPURAM,602109,0.1,1,212505770,895
MANAKSIA STEELS LIMITED,,,,KOLKATA,700001,0.1,1,212505769,896
BRIGHT LIFECARE PRIVATE LIMITED,,,,GURGAON,122001,0.1,1,212505768,897
MAXIM TUBES COMPANY PVT LTD,,,,MAHESANA,382729,0.1,1,212505767,898
M/S ANTAK AGENCIES INTERNATIONAL,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212505766,899
DEEPAK PHENOLICS LIMITED.,,,,VADODARA,390024,0.1,1,212505765,900
INTITLE SOLUTIONS PRIVATE LIMITED,,,,BANGALORE,560037,0.1,1,212505976,901
MULTIPLIER BRAND SOLUTIONS PRIVATE LIMITED,,,,NEW DELHI,110044,0.1,1,212505977,902
VIVIFI INDIA FINANCE PRIVATE LIMITED,,,,HYDERABAD,500034,0.1,1,212505978,903
LOGINSOFT PRIVATE LIMITED,,,,HYDERABAD,500033,0.1,1,212505979,904
LOGINSOFT PRIVATE LIMITED,,,, HYDERABAD ,500033,0.1,1,212505980,905
